Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-01 00:00:00-04:00,4.960000038146973,5.579999923706055,4.599999904632568,4.949999809265137,2508000,0.0,0.0
2025-04-02 00:00:00-04:00,4.940000057220459,5.0,4.210000038146973,4.889999866485596,240700,0.0,0.0
2025-04-03 00:00:00-04:00,4.679999828338623,4.849999904632568,4.561999797821045,4.599999904632568,105700,0.0,0.0
2025-04-04 00:00:00-04:00,4.599999904632568,4.824999809265137,4.5,4.514999866485596,57200,0.0,0.0
2025-04-07 00:00:00-04:00,4.369999885559082,4.775000095367432,4.369999885559082,4.619999885559082,133400,0.0,0.0
2025-04-08 00:00:00-04:00,4.730000019073486,5.199999809265137,4.510000228881836,4.840000152587891,370400,0.0,0.0
2025-04-09 00:00:00-04:00,4.840000152587891,4.929999828338623,4.710000038146973,4.800000190734863,37000,0.0,0.0
2025-04-10 00:00:00-04:00,4.920000076293945,4.968999862670898,4.699999809265137,4.770999908447266,27800,0.0,0.0
2025-04-11 00:00:00-04:00,4.900000095367432,5.122000217437744,4.730000019073486,4.880000114440918,464300,0.0,0.0
2025-04-14 00:00:00-04:00,4.880000114440918,5.400000095367432,4.660999774932861,5.360000133514404,742300,0.0,0.0
2025-04-15 00:00:00-04:00,4.724999904632568,5.229000091552734,4.380000114440918,4.646999835968018,154100,0.0,0.0
2025-04-16 00:00:00-04:00,4.550000190734863,5.15500020980835,4.440000057220459,4.96999979019165,286000,0.0,0.0
2025-04-17 00:00:00-04:00,5.190000057220459,6.224999904632568,5.010000228881836,5.105000019073486,89200,0.0,0.0
2025-04-21 00:00:00-04:00,4.9710001945495605,5.447999954223633,4.860000133514404,5.150000095367432,753200,0.0,0.0
2025-04-22 00:00:00-04:00,5.179999828338623,6.0,5.03000020980835,5.849999904632568,769500,0.0,0.0
2025-04-23 00:00:00-04:00,5.900000095367432,7.869999885559082,5.869999885559082,7.320000171661377,316000,0.0,0.0
2025-04-24 00:00:00-04:00,7.449999809265137,9.5,7.300000190734863,9.140000343322754,148800,0.0,0.0
2025-04-25 00:00:00-04:00,9.039999961853027,9.5,8.65999984741211,9.0,1339800,0.0,0.0
2025-04-28 00:00:00-04:00,8.930000305175781,9.5,8.75,9.489999771118164,1583200,0.0,0.0
2025-04-29 00:00:00-04:00,9.489999771118164,10.239999771118164,8.821999549865723,9.5600004196167,2165500,0.0,0.0
2025-04-30 00:00:00-04:00,9.5600004196167,10.107000350952148,9.170000076293945,9.420000076293945,334100,0.0,0.0
2025-05-01 00:00:00-04:00,9.359999656677246,9.779999732971191,8.550000190734863,8.859999656677246,1510400,0.0,0.0
2025-05-02 00:00:00-04:00,8.930000305175781,9.329999923706055,8.890000343322754,9.199999809265137,2173700,0.0,0.0
2025-05-05 00:00:00-04:00,9.170000076293945,9.390000343322754,1.4600000381469727,3.0899999141693115,10232000,0.0,0.0
2025-05-06 00:00:00-04:00,2.450000047683716,2.809999942779541,2.0799999237060547,2.619999885559082,2439800,0.0,0.0
2025-05-07 00:00:00-04:00,2.680000066757202,3.0299999713897705,2.6500000953674316,2.7799999713897705,1142100,0.0,0.0
2025-05-08 00:00:00-04:00,2.700000047683716,2.7799999713897705,2.4100000858306885,2.640000104904175,743800,0.0,0.0
2025-05-09 00:00:00-04:00,2.6500000953674316,2.819999933242798,2.509999990463257,2.7699999809265137,398600,0.0,0.0
2025-05-12 00:00:00-04:00,2.7699999809265137,2.950000047683716,2.5799999237060547,2.8399999141693115,546500,0.0,0.0
2025-05-13 00:00:00-04:00,2.9800000190734863,2.9800000190734863,2.6419999599456787,2.6600000858306885,299000,0.0,0.0
2025-05-14 00:00:00-04:00,2.6600000858306885,2.765000104904175,2.380000114440918,2.690000057220459,514400,0.0,0.0
2025-05-15 00:00:00-04:00,2.740000009536743,2.799999952316284,2.5999999046325684,2.7799999713897705,473500,0.0,0.0
2025-05-16 00:00:00-04:00,2.559999942779541,3.0999999046325684,2.559999942779541,2.940000057220459,422500,0.0,0.0
2025-05-19 00:00:00-04:00,2.940000057220459,2.940000057220459,2.75,2.880000114440918,129200,0.0,0.0
2025-05-20 00:00:00-04:00,2.9700000286102295,2.9700000286102295,2.6500000953674316,2.740000009536743,256800,0.0,0.0
2025-05-21 00:00:00-04:00,2.694000005722046,2.809999942779541,2.5999999046325684,2.7200000286102295,130300,0.0,0.0
2025-05-22 00:00:00-04:00,2.7100000381469727,2.884999990463257,2.630000114440918,2.7699999809265137,75500,0.0,0.0
2025-05-23 00:00:00-04:00,2.7300000190734863,3.109999895095825,2.6410000324249268,2.9100000858306885,1360400,0.0,0.0
2025-05-27 00:00:00-04:00,2.9100000858306885,2.950000047683716,2.75,2.859999895095825,331700,0.0,0.0
2025-05-28 00:00:00-04:00,2.890000104904175,3.049999952316284,2.759999990463257,3.0,1887500,0.0,0.0
2025-05-29 00:00:00-04:00,3.049999952316284,3.049999952316284,2.9100000858306885,3.0,123200,0.0,0.0
2025-05-30 00:00:00-04:00,3.0,3.0999999046325684,2.869999885559082,3.049999952316284,103800,0.0,0.0
2025-06-02 00:00:00-04:00,3.0899999141693115,3.7119998931884766,2.7799999713897705,3.109999895095825,1159200,0.0,0.0
2025-06-03 00:00:00-04:00,3.0299999713897705,3.130000114440918,2.799999952316284,2.890000104904175,112800,0.0,0.0
2025-06-04 00:00:00-04:00,2.8299999237060547,3.049999952316284,2.8299999237060547,2.9700000286102295,136000,0.0,0.0
2025-06-05 00:00:00-04:00,2.9600000381469727,3.0999999046325684,2.8499999046325684,2.950000047683716,234300,0.0,0.0
2025-06-06 00:00:00-04:00,2.9000000953674316,3.0199999809265137,2.9000000953674316,2.9600000381469727,34100,0.0,0.0
2025-06-09 00:00:00-04:00,3.0299999713897705,3.2750000953674316,2.9200000762939453,3.200000047683716,73700,0.0,0.0
2025-06-10 00:00:00-04:00,3.200000047683716,3.3499999046325684,3.138000011444092,3.2200000286102295,42700,0.0,0.0
2025-06-11 00:00:00-04:00,3.309999942779541,3.4200000762939453,3.0829999446868896,3.3399999141693115,488900,0.0,0.0
2025-06-12 00:00:00-04:00,3.3399999141693115,3.4700000286102295,3.109999895095825,3.200000047683716,633400,0.0,0.0
2025-06-13 00:00:00-04:00,3.2799999713897705,3.430000066757202,1.3600000143051147,2.4100000858306885,3748700,0.0,0.0
2025-06-16 00:00:00-04:00,2.109999895095825,2.1389999389648438,1.6119999885559082,1.7400000095367432,536500,0.0,0.0
2025-06-17 00:00:00-04:00,1.659999966621399,1.850000023841858,1.5199999809265137,1.7799999713897705,1002400,0.0,0.0
2025-06-18 00:00:00-04:00,1.659999966621399,1.909999966621399,1.659999966621399,1.8899999856948853,118400,0.0,0.0
2025-06-20 00:00:00-04:00,1.9500000476837158,2.0899999141693115,1.6699999570846558,1.6699999570846558,205800,0.0,0.0
2025-06-23 00:00:00-04:00,1.6699999570846558,1.809999942779541,1.600000023841858,1.6299999952316284,172700,0.0,0.0
2025-06-24 00:00:00-04:00,1.6299999952316284,1.7799999713897705,1.5199999809265137,1.7699999809265137,149764,0.0,0.0
